isDGA,length,digits,entropy,vowel-cons,firstDigitIndex,ngrams
dga,13,0,3.392747410448785,0.18181818181818182,0,1201.3824786324785
dga,25,0,4.243856189774723,0.3157894736842105,0,958.7646618357488
dga,27,9,3.986187965046304,0.2,4,698.70465337132
dga,12,0,2.792481250360578,0.7142857142857143,0,1369.1171717171717
dga,8,0,3.0,1.0,0,1592.8313492063492
dga,20,0,3.884183719779189,0.17647058823529413,0,915.9454191033137
dga,12,0,3.2516291673878226,0.3333333333333333,0,710.2474747474748
dga,25,8,3.8936606896881854,0.0625,2,523.5914009661836
dga,12,0,3.584962500721156,0.3333333333333333,0,885.010101010101
dga,12,0,2.792481250360578,0.3333333333333333,0,1190.5272727272727
dga,15,0,3.5068905956085192,0.15384615384615385,0,966.9561660561661
dga,26,4,4.103909910282363,0.1,7,614.4036752136752
dga,24,4,3.9701755214643453,0.17647058823529413,6,681.1624396135265
dga,32,15,3.507048827786958,0.4166666666666667,3,582.7640008960574
dga,15,0,3.506890595608518,0.07142857142857142,0,729.3111111111111
dga,10,0,2.6464393446710153,0.6666666666666666,0,1652.2259259259256
dga,15,0,3.5068905956085183,0.25,0,838.2396825396826
dga,27,7,3.95822916866988,0.05263157894736842,1,550.0185185185186
dga,27,9,4.060262039120378,0.125,1,454.25699905033235
dga,16,0,3.5,0.06666666666666667,0,867.495634920635
dga,8,0,2.75,1.0,0,1355.2261904761906
dga,12,0,2.751629167387823,0.2,0,1108.2540404040403
dga,15,0,3.323231428797621,0.5,0,1194.5070818070817
dga,8,0,3.0,0.6,0,1344.1289682539684
dga,10,0,2.9219280948873623,0.42857142857142855,0,1279.0185185185185
dga,13,0,3.0269868333592873,0.3,0,967.5538073038073
dga,11,0,2.9139770731827523,0.5714285714285714,0,1356.4606060606059
dga,13,0,3.238901256602631,0.3,0,895.9547397047396
dga,15,0,3.0062389286533895,0.5,0,1418.137851037851
dga,26,0,4.056020968057881,0.18181818181818182,0,746.6867094017093
dga,18,0,3.8365916681089787,0.38461538461538464,0,893.1756535947711
dga,9,0,2.4193819456463714,0.5,0,1320.1501322751324
dga,9,0,2.725480556997868,0.8,0,1661.7083333333333
dga,12,0,3.2516291673878226,0.09090909090909091,0,1009.3848484848485
dga,13,0,3.085055102756477,0.3,0,932.0200077700077
dga,13,0,3.238901256602631,0.08333333333333333,0,860.4046231546231
dga,13,0,3.0269868333592873,0.18181818181818182,0,754.1217948717949
dga,23,8,3.849223912390625,0.25,2,568.8353096179184
dga,14,0,3.378783493486176,0.2727272727272727,0,897.0805860805859
dga,14,0,3.09306920777189,0.16666666666666666,0,810.2179487179487
dga,27,0,3.8282375018429557,0.5,0,1170.9388414055081
dga,12,0,3.188721875540867,0.09090909090909091,0,774.3833333333333
dga,28,0,3.91379956460568,0.2727272727272727,0,733.4727309727309
dga,14,0,3.3787834934861767,0.4,0,855.2515262515261
dga,24,7,4.053508854797679,0.21428571428571427,4,523.4921497584542
dga,26,8,4.132944044980958,0.38461538461538464,1,618.3948717948718
dga,22,0,3.970573095811684,0.15789473684210525,0,611.0078643578644
dga,24,4,4.16829583405449,0.1111111111111111,9,774.4014053579272
dga,25,0,4.133660689688185,0.25,0,855.934420289855
dga,12,0,2.7516291673878226,0.2,0,1333.0762626262626
dga,12,0,3.084962500721156,0.3333333333333333,0,1057.169696969697
dga,14,0,3.378783493486176,0.07692307692307693,0,839.9880952380953
dga,13,0,3.085055102756477,0.4444444444444444,0,1242.7653457653457
dga,21,0,3.4992275417233567,0.05,0,726.1794068504595
dga,14,0,3.521640636343319,0.16666666666666666,0,780.6312576312577
dga,9,0,2.94770277922009,0.2857142857142857,0,1080.7870370370372
dga,14,0,3.3248629576173574,0.2727272727272727,0,652.8214285714286
dga,28,10,4.09306920777189,0.6363636363636364,1,536.2363654863655
dga,14,0,3.378783493486176,0.07692307692307693,0,788.2405372405373
dga,13,0,3.3927474104487847,0.18181818181818182,0,1011.3397435897436
dga,12,0,3.0220552088742,0.09090909090909091,0,434.54494949494955
dga,14,0,3.3248629576173574,0.4,0,1141.2451159951158
dga,12,0,3.2516291673878226,0.2,0,835.5434343434343
dga,13,0,2.6612262562697895,0.18181818181818182,0,871.4594017094017
dga,14,0,3.3248629576173574,0.16666666666666666,0,598.047619047619
dga,15,0,3.6402239289418516,0.25,0,974.4598290598291
dga,27,0,3.8561962982193805,0.08,0,887.2675593542259
dga,10,0,3.121928094887362,0.1111111111111111,0,994.0120370370372
dga,15,0,3.506890595608519,0.6666666666666666,0,900.5319902319901
dga,16,0,3.5,0.14285714285714285,0,652.0027777777779
dga,10,0,3.321928094887362,0.42857142857142855,0,1284.9046296296294
dga,13,0,3.180832987205441,0.08333333333333333,0,845.6474358974359
dga,28,10,4.2359263506290326,0.2857142857142857,1,678.6882376882378
dga,26,10,4.132944044980958,0.3333333333333333,2,550.7067094017094
dga,25,10,4.323856189774723,0.15384615384615385,4,410.7911111111111
dga,12,0,3.0220552088742,0.3333333333333333,0,781.7712121212121
dga,12,0,3.0220552088742,0.2,0,446.26262626262627
dga,10,0,3.121928094887362,0.42857142857142855,0,1289.0166666666667
dga,13,0,3.334679141051595,0.4444444444444444,0,825.8861693861695
dga,17,0,3.41041725276052,0.8888888888888888,0,973.8850490196078
dga,12,0,3.2516291673878226,0.2,0,916.0166666666668
dga,27,5,4.088220835496803,0.29411764705882354,1,565.6009686609685
dga,12,0,3.084962500721156,0.2,0,583.3712121212121
dga,27,7,3.8841550945958057,0.42857142857142855,1,708.7750237416903
dga,15,0,3.1395722619867223,0.07142857142857142,0,642.2714285714286
dga,13,0,3.238901256602631,0.625,0,1190.9974747474748
dga,8,0,3.0,0.14285714285714285,0,803.7083333333334
dga,13,0,3.3927474104487847,0.3,0,849.974358974359
dga,14,0,3.378783493486176,0.2727272727272727,0,819.2090964590966
dga,10,0,3.121928094887362,0.6666666666666666,0,1291.3379629629628
dga,13,0,3.1808329872054406,0.3,0,798.5767288267289
dga,13,0,3.5465935642949384,0.18181818181818182,0,812.6824009324009
dga,14,0,3.378783493486176,0.16666666666666666,0,1116.56684981685
dga,10,0,3.321928094887362,0.6666666666666666,0,1305.9685185185185
dga,27,10,3.8524975771042005,0.0,1,410.6720037986704
dga,13,0,3.180832987205441,0.625,0,1455.4024864024861
dga,12,0,3.418295834054489,0.5,0,1354.5318181818182
dga,28,0,3.7979026896829464,0.21739130434782608,0,798.2691290191291
dga,9,0,2.725480556997868,0.5,0,1338.4828042328043
dga,10,0,2.9219280948873623,0.42857142857142855,0,1509.6685185185186
dga,9,0,2.725480556997868,1.25,0,1014.2929894179896
dga,7,0,2.5216406363433186,0.0,0,872.6111111111112
dga,13,0,3.238901256602631,0.3,0,1088.0858585858584
dga,27,9,3.750464706653702,0.0,1,304.7592592592593
dga,12,0,3.2516291673878226,0.5,0,1297.3520202020202
dga,21,0,3.9161269465882826,0.4,0,946.4369674185463
dga,12,0,3.2516291673878226,0.09090909090909091,0,756.7878787878789
dga,14,0,3.6644977792004623,0.5555555555555556,0,908.9093406593406
dga,26,13,3.8731406795131322,0.18181818181818182,1,392.45897435897433
dga,17,0,3.8521687236032816,0.4166666666666667,0,934.0705882352942
dga,12,0,3.0849625007211556,0.09090909090909091,0,1177.74898989899
dga,8,0,2.75,0.0,0,699.0476190476192
dga,13,0,3.238901256602631,0.3,0,1192.8941336441335
dga,25,6,4.323856189774723,0.35714285714285715,1,624.7752415458937
dga,20,0,3.7841837197791888,0.1111111111111111,0,718.9650097465887
dga,12,0,3.2516291673878226,0.0,0,838.3429292929294
dga,15,0,3.323231428797621,0.0,0,630.515873015873
dga,12,0,3.084962500721156,0.0,0,775.0792929292929
dga,24,6,3.772055208874201,0.2,3,444.9996706192358
dga,8,0,2.25,0.3333333333333333,0,1188.6190476190475
dga,12,0,3.584962500721156,0.3333333333333333,0,909.7318181818182
dga,13,0,3.3927474104487847,0.18181818181818182,0,1070.6857031857032
dga,12,0,3.0220552088742,0.7142857142857143,0,870.9777777777778
dga,12,0,3.0220552088742005,0.09090909090909091,0,1187.669191919192
dga,21,0,3.748994803525096,0.10526315789473684,0,912.3360484544696
dga,27,0,4.282484261342601,0.17391304347826086,0,855.2572839506173
dga,12,0,3.2516291673878226,0.2,0,723.6095959595959
dga,26,0,3.6385304691242912,0.3,0,910.333205128205
dga,12,0,2.8553885422075336,0.0,0,553.7878787878788
dga,27,11,3.661932872373583,0.3333333333333333,1,594.449477682811
dga,24,0,3.855388542207534,0.4117647058823529,0,970.415568730786
dga,30,0,4.12323142879762,0.2,0,937.0107553366174
dga,12,0,3.084962500721156,0.09090909090909091,0,728.6070707070706
dga,13,0,3.5465935642949384,0.08333333333333333,0,705.6410256410257
dga,17,0,3.734521664779752,0.5454545454545454,0,1542.2799836601307
dga,12,0,2.8553885422075336,0.2,0,956.9277777777778
dga,14,0,3.3248629576173574,0.07692307692307693,0,594.0238095238095
dga,26,11,4.1619781796795525,0.5,1,605.4005128205129
dga,25,10,3.9434651896016457,0.07142857142857142,1,286.7238888888889
dga,13,0,3.334679141051595,0.18181818181818182,0,690.6080031080032
dga,9,0,2.5032583347756456,1.25,0,1722.6951058201057
dga,12,0,3.584962500721156,0.2,0,878.780303030303
dga,26,9,4.286790198827111,0.21428571428571427,1,663.9414957264956
dga,27,5,4.254525464966176,0.29411764705882354,3,768.923779677113
dga,13,0,3.3927474104487847,0.18181818181818182,0,955.8945221445223
dga,12,0,3.418295834054489,0.2,0,1112.2191919191919
dga,32,17,3.578626767019874,0.36363636363636365,1,448.497311827957
dga,12,0,3.188721875540867,0.09090909090909091,0,1200.50101010101
dga,13,0,3.3927474104487847,0.18181818181818182,0,900.7874902874904
dga,25,11,4.293660689688185,0.16666666666666666,3,475.05777777777774
dga,14,0,3.3248629576173574,0.5555555555555556,0,1460.1303418803418
dga,27,6,4.060262039120379,0.23529411764705882,1,564.4977587844254
dga,15,0,3.373557262275185,0.36363636363636365,0,977.7316239316239
dga,13,0,3.546593564294939,0.4444444444444444,0,1070.8638306138305
dga,24,6,3.4864405016961446,0.125,5,440.344806763285
dga,26,8,4.2098671219040344,0.2857142857142857,1,662.9276068376068
dga,27,11,4.134336113194452,0.45454545454545453,1,589.3527445394112
dga,15,0,3.3735572622751855,0.36363636363636365,0,975.5761904761906
dga,14,0,3.182005814760214,0.16666666666666666,0,956.9453601953602
dga,14,0,3.3787834934861767,0.07692307692307693,0,845.8638583638585
dga,25,7,4.083856189774723,0.2,1,752.073115942029
dga,8,0,3.0,0.6,0,1289.015873015873
dga,12,0,3.418295834054489,0.3333333333333333,0,944.2338383838386
dga,13,0,3.180832987205441,0.18181818181818182,0,975.4250194250194
dga,13,0,2.8150724101159437,0.4444444444444444,0,1110.8824786324785
dga,10,0,3.321928094887362,0.1111111111111111,0,742.4157407407407
dga,15,0,3.189898095464287,0.36363636363636365,0,996.6056166056168
dga,27,0,3.6339740759971577,0.08,0,914.5260018993353
dga,8,0,2.75,0.3333333333333333,0,1414.0119047619048
dga,9,0,2.94770277922009,0.8,0,1474.9609788359792
dga,14,0,2.896291529045928,0.16666666666666666,0,1030.748778998779
dga,27,10,4.0141467614227295,0.13333333333333333,1,684.7813485280153
dga,27,5,3.95822916866988,0.15789473684210525,1,835.7916429249763
dga,13,0,3.334679141051595,0.4444444444444444,0,1119.7925407925409
dga,14,0,2.9852281360342516,0.4,0,1202.282967032967
dga,15,0,3.2402239289418517,0.0,0,787.5885225885226
dga,15,0,3.240223928941852,0.25,0,1068.6496947496948
dga,13,0,3.3927474104487847,0.4444444444444444,0,1046.8949106449106
dga,9,0,2.94770277922009,0.8,0,1472.8736772486773
dga,26,12,3.931208948910322,0.4,1,417.25440170940175
dga,15,0,3.1898980954642875,0.36363636363636365,0,929.2498168498167
dga,26,7,4.238901256602629,0.26666666666666666,1,722.0657264957266
dga,15,0,3.4565647621309536,0.15384615384615385,0,1168.1319902319901
dga,26,8,4.2098671219040344,0.058823529411764705,7,594.0923076923077
dga,26,10,3.9500637564362093,0.45454545454545453,4,331.74051282051283
dga,26,7,4.085055102756476,0.11764705882352941,1,611.2980341880342
dga,25,10,4.213660689688185,0.15384615384615385,3,390.04881642512083
